"","memory CD4+ T cells","memory CD8+ T cells","naive CD4+ T cells","naive CD8+ T cells","NKT","MAIT","Tregs","NK","Plasma cells","pre-B cells","cDC","pDC","Monocytes","Basophils","Neutrophils"
"CD19_FKBP1B_PTK2B",0,0,0,0,0,0,0,0,1.25,0.26,0,0,0.02,0,0
"CD19_FKBP1B_SELENOS",0,0.02,0,0,0,0,0,0,1.25,0.13,0,0,0.04,0,0
"FZD7_GATA3_YY1",0,0,0,0,0,0,0,0.01,1.25,0,0,0,0,0,0
"GPR55_PHB2_SENP7",0.37,0.1,0.06,0.09,0,0,0.48,0,1.25,0.09,0,0,0,0,0
"GATA3_LILRB4_PRKCZ",0,0,0,0,0,0,0,0,1.25,0,0.58,0.36,0,0,0
"PHB2_WNT2B_ZMPSTE24",0.07,0.1,0.03,0,0,0,0.32,0.01,1.25,0.09,0.58,0.36,0.06,0,0
"HES1_NFE2L2_RGCC",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.06,0,0
"HES1_TRIM21_TRIM27",0,0,0,0,0,0,0,0,1.25,0,0,0,0.26,0,0
"APLF_CYREN_SHLD2",0.04,0,0.03,0,0,0,0,0,1.25,0,0,0.36,0.1,0,0
"APLF_CYREN_TP53",0,0.02,0.03,0,0,0,0,0,1.25,0.04,0.58,0.36,0.2,0,0
"MSH2_RNF8_SHLD1",0.07,0.1,0.03,0,0.14,0.08,0.64,0.12,1.25,0,0,0.36,0,0,0
"HSF1_ZC3H12A_ZMPSTE24",0.11,0.14,0.06,0,0.27,0.08,0,0.15,1.25,0.26,0,0,0.36,0,0
"IGHG1_PIM1_ZP3",0,0,0,0.09,0,0,0,0.01,1.25,0,0,0.36,0.12,0,0
"CD300A_IL12A_MYO1C",0,0.02,0,0,0,0,0,0,1.25,0.04,0,0,0,0,0
"BCL2_CD19_CSF1R",0,0,0,0,0,0,0,0,1.25,0.13,0,0,0.04,0,0
"LDLR_ZC3H12A_ZMPSTE24",0.04,0.06,0,0,0.41,0,0.16,0.15,1.25,0,0.58,0.36,0.38,0,0
"BAD_FADD_SLC7A11",0,0,0,0,0,0,0,0,1.25,0,0.58,0,0,0,0
"ETS1_NF1_TRPV1",0.07,0.11,0.11,0.19,0.14,0,0,0.11,1.25,0.04,0.58,0,0.02,0,0
"BCL2L11_FASLG_PSEN1",0,0.08,0,0,0.27,0.17,0.32,0.09,1.25,0,0,0,0.06,0,0
"HES1_NFE2L2_TP53",0,0,0,0,0,0,0,0,1.25,0.09,0,0.36,0.48,0,0
"HES1_NFE2L2_TOMM70",0,0,0,0,0,0,0,0,1.25,0.09,0,0,0.24,0,0
"HES1_NCK1_NFE2L2",0,0,0,0,0,0,0,0,1.25,0,0,0,0.44,0,0
"HES1_NFE2L2_TRIM27",0,0,0,0,0,0,0,0,1.25,0.13,0,0,0.58,0,0
"HES1_NFE2L2_PIM1",0,0,0,0,0,0,0,0,1.25,0.09,0,0.36,0.26,0,0
"BCL2L11_DNAJB9_FASLG",0.04,0.21,0,0,0.41,0.17,0.16,0.12,1.25,0,0,0,0.02,0,0
"IFI6_LAMP3_NCF1",0.07,0.03,0.14,0.19,0,0,0,0,1.25,0.09,0,0,0.06,0,0.41
"IFI6_LAMP3_TNFSF10",0.34,0.03,0.14,0.19,0,0,0,0,1.25,0.04,0,0,0.06,0,0.56
"AIM2_APPL2_GBP5",0,0.05,0.03,0,0,0.25,0.64,0,1.25,0.13,0,0.36,0.18,0,0.04
"BMPR1A_CTNNB1_SIRT2",0.11,0.33,0.03,0.09,0.55,0.08,0.48,0.12,1.25,0.13,0,0.36,0.14,0,0
"RC3H2_SLAMF1_SMAD7",0.07,0.22,0.03,0.09,0,0.33,0.32,0.01,1.25,0,0.58,0,0.02,0,0
"EXOSC3_RC3H2_SMAD7",0.11,0.21,0,0,0.41,0.08,0,0.31,1.25,0,0,0.36,0.54,0,0
"LEPR_PRKD2_PTK2B",0.04,0.08,0.03,0,0,0,0,0.05,1.25,0.09,0,0,0.4,0,0
"CST7_LDLR_SLC26A6",0,0.22,0,0,0.41,0,0.16,0.24,1.25,0,0,0,0.1,0,0
"BMPR1A_CTNNB1_P2RX4",0.11,0.05,0.06,0.09,0.27,0,0.16,0.01,1.25,0.09,0,0.36,0.1,0,0
"CAV1_FADD_RIPK1",0,0,0,0,0,0.08,0.16,0,1.25,0,0,0.36,0,0,0
"CAV1_RIPK1_SNX10",0,0,0,0,0,0,0.16,0,1.25,0,0,0.36,0,0,0
"HES1_LDB1_PRKDC",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0.16,0,0
"HES1_LDLR_PRKDC",0,0,0,0,0,0,0,0,1.25,0,0,0,0.06,0,0
"ERCC2_HES1_PRKDC",0,0,0,0,0,0,0,0,1.25,0,0,0,0.12,0,0
"HES1_LDB1_SOS1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.08,0,0
"HES1_HIF1A_SOS1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.32,0,0
"CX3CR1_FCGR2B_IGF1",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0.02,0,0
"HES1_RHOA_SRC",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.48,0,0
"IGF1_RHOA_SRC",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"CDKN1A_NR1H2_YJEFN3",0,0,0,0,0,0.08,0,0.01,1.25,0.13,0,0,0.2,0,0
"FKBP1A_HES1_PPARGC1B",0,0,0,0,0,0,0,0,1.25,0.04,0,0.36,0.66,0,0
"BAD_BMPR1A_CTNNB1",0.11,0.17,0,0,0.14,0,0,0.03,1.25,0.17,0,0,0.02,0,0
"BMPR1A_CTNNB1_MED1",0.11,0.16,0,0,0.27,0.08,0.32,0.04,1.25,0.22,0,0,0.06,0,0
"ARIH2_BMPR1A_CTNNB1",0.34,0.3,0.11,0.09,0.41,0.08,0.32,0.19,1.25,0.26,0,0.36,0.16,0,0
"BMPR1A_CTNNB1_TP53",0.19,0.16,0.08,0.19,0.27,0.17,0.16,0.09,1.25,0.13,0,0.36,0.1,0,0
"BMPR1A_CTNNB1_RNF168",0.19,0.19,0.14,0,0.14,0.17,0.16,0.13,1.25,0.04,0,0.36,0.14,0,0
"BPGM_CBFA2T3_FLCN",0,0,0,0,0,0,0,0,1.25,0.22,0.58,0.36,0.16,0,0
"HES1_RBPJ_SMAD5",0,0,0,0,0,0,0,0,1.25,0.09,0,0,0.26,0,0
"RGCC_RUNX2_VEGFA",0,0,0,0,0,0,0,0,1.25,0,0.58,0.36,0.24,0,0
"NCK1_VEGFA_ZEB1",0,0,0.03,0,0,0,0,0,1.25,0,0,0.36,0.02,0,0
"ESR1_HES1_MED1",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"ESR1_MED1_RIPK1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.04,0,0
"ESR1_MED1_RARA",0,0,0,0,0,0,0,0,1.25,0,0,0,0.06,0,0
"ESR1_MED1_SIRT1",0,0,0,0,0,0,0,0.01,1.25,0,0.58,0,0.02,0,0
"CACTIN_NLRC3_RELB",0.22,0.08,0.06,0,0.14,0,0.32,0.07,1.25,0.09,0,0.73,0.04,0,0
"CD74_WNT2B_ZMPSTE24",0.11,0.11,0.06,0,0,0,0.32,0.04,1.25,0.13,0.58,0.36,0.1,0,0
"VIM_WNT2B_ZMPSTE24",0.15,0.14,0.08,0,0,0,0.32,0.04,1.25,0.09,0.58,0.36,0.1,0,0
"FKBP1A_WNT2B_ZMPSTE24",0.11,0.06,0.06,0,0,0,0.32,0.04,1.25,0.04,0.58,0.36,0.1,0,0
"EZR_WNT2B_ZMPSTE24",0.11,0.1,0.06,0,0,0,0.16,0.05,1.25,0.09,0.58,0.36,0.04,0,0
"APOBEC3C_WNT2B_ZMPSTE24",0.04,0.1,0,0,0,0,0.32,0.03,1.25,0.09,0.58,0,0.06,0,0
"ADARB1_NOTCH1_NSD2",0.11,0.08,0.03,0,0,0,0,0.03,1.25,0.13,0.58,0,0.14,0,0
"ANLN_CDC42_HCLS1",0,0.02,0,0,0,0,0,0.07,1.25,0,0.58,0.36,0.22,0.29,0
"CYBB_FYN_PDGFD",0,0.29,0,0,0.41,0,0,0.49,1.25,0,0,0,0.2,0,0
"ARHGEF5_JAK2_NF1",0,0.02,0,0.09,0.14,0,0.16,0,1.25,0.09,0.58,0.36,0,0,0
"ARHGEF5_NF1_PPP3CB",0.19,0.08,0.03,0,0.14,0,0.16,0,1.25,0.09,0,0.73,0,0,0
"HES1_HIF1A_IL6ST",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0.06,0,0
"HES1_NCSTN_RBPJ",0,0,0,0,0,0,0,0,1.25,0.09,0,0.36,0.66,0,0
"SP2_ZC3H12A_ZMPSTE24",0,0.02,0.03,0.09,0.14,0,0.16,0.05,1.25,0,0,0.36,0.28,0,0
"BMP6_EP300_TGFB1",0,0.02,0,0,0,0,0,0.01,1.25,0,0,0,0.08,0,0
"BMPR1A_TRIB1_ZEB1",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0,0,0
"FER_IL6R_PDE1B",0,0.02,0,0,0,0,0,0,1.25,0,0,0.36,0.32,0,0
"PDE1B_PTPN2_SOCS1",0,0.06,0.03,0.09,0,0,0,0.07,1.25,0.04,0,0,0.04,0,0
"PDE1B_RHOG_STAP1",0,0,0,0,0,0,0,0.04,1.25,0.26,0,0.36,0,0,0
"NF1_PDE1B_STAP1",0,0,0,0,0,0,0,0.01,1.25,0,0,0.36,0,0,0
"APOBEC3B_APOBEC3H_EXOSC3",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"BMPR1A_MYC_TRIB1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.08,0,0
"FZD7_TGFBR2_YY1",0,0,0,0,0,0,0,0.01,1.25,0.04,0,0,0.04,0,0
"CEBPB_P2RX4_PLA2G6",0.15,0.13,0.03,0.19,0.27,0.25,0.32,0.21,1.25,0.04,0,0.36,0.24,0,0
"MAPK9_NR1H2_YJEFN3",0.11,0.08,0.03,0,0.14,0,0.16,0.04,1.25,0.17,0.58,0.36,0.18,0,0
"ATAD5_BCL2_MUL1",0.26,0.08,0.08,0.47,0.14,0.17,0,0.03,1.25,0.26,0,0.36,0.02,0,0
"SETD2_VEGFA_ZEB1",0.04,0,0,0,0,0,0,0,1.25,0,0,0.73,0.04,0,0
"PDE4B_PDE4D_VEGFA",0,0,0,0,0,0,0,0,1.25,0.04,0,0.36,0.16,0,0
"ICAM1_PDE4B_PDE4D",0,0.03,0,0,0,0.08,0,0.03,1.25,0,0,0.36,0.18,0,0
"ABL1_CHD7_PTPN11",0.07,0.02,0.06,0,0.27,0.17,0,0.05,1.25,0.22,0,0.36,0.04,0,0
"FASLG_PAK1_RBPJ",0,0.32,0,0,0.14,0.08,0.48,0.24,1.25,0,0,0,0.14,0,0
"GBA_HECTD1_HES1",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.16,0,0
"HECTD1_HES1_LDLR",0,0,0,0,0,0,0,0,1.25,0,0,0,0.1,0,0
"HECTD1_HES1_HIF1A",0,0.02,0,0,0,0,0,0,1.25,0.04,0,0.36,0.54,0,0
"APLF_CASP9_TP53",0,0,0,0,0,0,0,0,1.25,0.13,0,0.73,0.04,0,0
"GPR55_MLLT3_PHB2",0.34,0.1,0.17,0.38,0.14,0,0.32,0.01,1.25,0.04,0.58,0.36,0,0,0
"IL12A_MYO1C_ZBTB7B",0,0,0,0,0,0,0,0,1.25,0.09,0,0,0,0,0
"HRAS_IL12A_MYO1C",0,0.02,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"IL12A_MYO1C_PECAM1",0,0.02,0,0.09,0,0,0,0,1.25,0,0,0,0,0,0
"CHUK_MAPK9_SCRIB",0.04,0.02,0,0,0.41,0.17,0.16,0.09,1.25,0,0.58,0.36,0.32,0,0
"AMBRA1_GPI_MAPK3",0.11,0.1,0.03,0,0.14,0.25,0.48,0.07,1.25,0.04,0,0.36,0.42,0,0
"HES1_PTPN11_ZFP36L2",0,0,0,0,0,0,0,0,1.25,0.13,0,0.36,0.48,0,0
"ADARB1_NOTCH1_PRKD2",0.04,0.17,0.06,0,0.55,0,0.16,0.13,1.25,0.26,0,0,0.16,0,0
"ANLN_CDC42_DNM2",0,0,0,0,0,0,0,0.01,1.25,0,0,0.36,0.12,0.29,0
"BMPR1A_CITED2_TP53",0.22,0.11,0.08,0.09,0.27,0.08,0.64,0.04,1.25,0.04,0,0,0.18,0,0
"ESR1_METTL3_RIPK1",0.04,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"PDE4D_RGCC_VEGFA",0,0,0,0,0,0,0,0,1.25,0,0,0,0.1,0.29,0
"CAV1_FADD_SNX10",0,0,0,0,0,0,0,0,1.25,0.04,0,0.36,0,0,0
"CAV1_FADD_PIKFYVE",0,0,0,0,0,0,0.16,0,1.25,0,0,0,0,0,0
"ESR1_SCRIB_VAMP8",0.04,0,0.03,0,0,0,0,0,1.25,0,0,0,0,0,0
"PDE5A_PTK2B_ROCK1",0,0.17,0.11,0.09,0.14,0.08,0.32,0.21,1.25,0.13,0.58,0.36,0.12,0,0
"HES1_MAPK3_TNFRSF1B",0,0,0,0,0,0,0,0,1.25,0.04,0,0.36,0.66,0,0
"CD9_MYO1C_PIK3R1",0.07,0.05,0,0,0,0,0,0.03,1.25,0.13,0,0.73,0.28,0,0
"CX3CR1_IGF1_ZNF335",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"EXT1_FZD7_SETD2",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"CX3CR1_IGF1_TYROBP",0,0,0,0,0,0,0,0.01,1.25,0,0.58,0.36,0.04,0,0
"GBA_HES1_RAF1",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.18,0,0
"FBXW7_GBA_HES1",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.08,0,0
"HDAC5_HES1_TOMM70",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.18,0,0
"ATF2_HES1_MED1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.12,0,0
"HES1_HIF1A_MED1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.26,0,0
"HES1_HIF1A_REST",0,0,0,0,0,0,0,0,1.25,0.09,0,0.36,0.48,0,0
"ARMC5_PIM1_SIRT1",0.15,0.14,0.06,0.19,0.14,0,0,0.05,1.25,0.04,0.58,0.36,0.2,0,0
"ESR1_RIPK1_TGFB1",0.04,0.02,0.03,0.09,0,0,0.16,0.01,1.25,0,0,0,0.1,0,0
"G6PD_HES1_RBPJ",0,0,0,0,0,0,0,0,1.25,0.04,0,0.36,0.7,0,0
"EIF2AK4_ERBB2_MTOR",0,0.08,0.08,0,0.14,0,0,0.15,1.25,0.04,0,0,0.08,0,0
"PAF1_RGCC_VEGFA",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0.2,0,0
"KAT2A_NOTCH1_PRKD2",0.07,0.06,0.03,0,0.41,0,0.16,0.12,1.25,0.34,0,0.36,0.16,0,0
"HES1_LDB1_RAF1",0,0,0,0,0,0,0,0,1.25,0,0,0.36,0.16,0,0
"HES1_LDB1_TRIM27",0,0,0,0,0,0,0,0,1.25,0,0,0,0.16,0,0
"ERCC2_HES1_RAF1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.12,0,0
"HES1_RBPJ_SOX4",0,0,0,0,0,0,0,0,1.25,0.13,0,0,0.72,0,0
"ERBB2_FBXW7_MTOR",0,0.17,0,0.09,0.14,0.08,0,0.21,1.25,0.04,0,0,0.08,0,0.04
"ERBB2_MTOR_YTHDF2",0,0.17,0,0,0.55,0.08,0,0.29,1.25,0.04,0,0,0.1,0,0.04
"HES1_HIF1A_ZBTB1",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.22,0,0
"BMP6_TGFB1_ZFP36",0,0.02,0,0,0,0,0,0.01,1.25,0.09,0,0,0.08,0,0
"PDE4D_ZC3H12A_ZMPSTE24",0.04,0.1,0,0,0.14,0,0,0.11,1.25,0.09,0,0,0.04,0,0
"HES1_STAT3_ZBTB1",0,0,0,0,0,0,0,0,1.25,0.13,0,0,0.38,0,0
"BAD_GBA_LDB1",0.15,0.06,0.06,0,0,0,0,0.11,1.25,0,0.58,0,0.5,0,0
"APPL2_GBA_MYC",0.07,0.06,0.08,0.38,0,0.08,0.16,0,1.25,0,0,0,0.14,0,0
"GBA_LDB1_MYC",0.15,0.1,0.19,0.19,0.14,0.25,0.32,0,1.25,0.17,0.58,0.36,0.3,0,0
"HES1_MEF2C_RPS6KB1",0,0,0,0,0,0,0,0,1.25,0.13,0,0,0.56,0,0
"HES1_MEF2C_SRC",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.36,0,0
"ENTPD7_IGF1_PML",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"NR1H2_PDE4D_ZC3H12A",0.19,0.11,0.08,0,0.68,0.25,0,0.17,1.25,0.34,0,0,0.14,0,0
"GAS6_HES1_RHOA",0,0,0,0,0,0,0,0,1.25,0,0,0,0.06,0,0
"HES1_LDLR_STAT3",0,0,0,0,0,0,0,0,1.25,0,0,0,0.08,0,0
"DROSHA_LEF1_METTL3",0.11,0.16,0.22,0.47,0.14,0.08,0.32,0.01,1.25,0,0.58,0.36,0.02,0,0
"BCL2_MUL1_SRC",0,0.02,0.03,0.09,0,0,0,0,1.25,0.09,0,0.73,0.2,0,0
"BMPR1A_ID2_TRIB1",0.04,0,0,0,0,0,0,0,1.25,0,0,0.36,0.12,0,0
"HES1_KCNQ1_RBPJ",0,0,0,0,0,0,0,0,1.25,0,0,0,0.28,0,0
"APOBEC3H_BLOC1S6_CRKL",0,0.19,0,0,0.41,0.08,0.48,0.21,1.25,0,0,0.36,0.04,0,0
"IGF1_MAPK14_TGFBR3",0,0.02,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"FASLG_MEF2C_RBPJ",0,0.03,0,0,0,0,0,0.16,1.25,0.04,0.58,0,0.22,0,0
"FLCN_MAPK8_MTOR",0.04,0.08,0,0,0.14,0.08,0.16,0.05,1.25,0.04,0,0,0.38,0,0
"FLVCR1_IGF1_PSEN1",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"CRK_NF1_PRKCZ",0.11,0.05,0.03,0.19,0.14,0.08,0.64,0.11,1.25,0.09,0,0,0.28,0,0
"ASB2_FURIN_SRF",0,0,0,0,0,0,0.16,0.03,1.25,0,0,0.73,0.06,0,0
"MYC_PLK2_TP53",0.04,0.02,0,0,0,0,0,0,1.25,0,0,0,0.06,0,0
"HES1_LDLR_PRKCZ",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"BMPR1A_RHOA_SRF",0.22,0.19,0.03,0,0.41,0,0,0.11,1.25,0.09,0,0,0.02,0,0
"IGF1_IL23A_ROCK1",0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0
"ERCC2_HES1_TUBB",0,0,0,0,0,0,0,0,1.25,0,0,0,0.18,0,0
"HES1_HIF1A_TUBB",0,0.02,0,0,0,0,0,0,1.25,0.09,0,0.36,0.72,0,0
"BMPR1A_MAP2K7_TP53",0.11,0.03,0.03,0,0.14,0.17,0.64,0.03,1.25,0.09,0,0.36,0.02,0,0
"IGF1_RHOA_TRIM68",0,0,0.03,0,0,0,0,0,1.25,0,0,0,0,0,0
"IGF1_LRRK2_PSEN1",0,0,0,0,0,0,0,0,1.25,0,0,0,0.02,0,0
"MYO1C_WASL_ZBTB7B",0.07,0.03,0.03,0,0,0,0,0.01,1.25,0.09,0,0.73,0.32,0,0
"MYO1C_PECAM1_SCRIB",0,0,0,0,0,0,0.16,0,1.25,0,0.58,0.36,0.34,0.29,0
"BMPR1A_TP53_TRIB1",0.04,0,0,0,0,0,0,0,1.25,0,0,0,0.06,0,0
"BMPR1A_CAV1_RHOA",0,0,0,0,0,0,0.16,0,1.25,0,0,0,0,0,0
"CASP3_PDE5A_ROCK1",0,0.06,0,0,0,0,0,0.08,1.25,0,0,0.73,0,0,0
"BMPR1A_NFE2L2_TRIB1",0,0,0,0,0,0,0.16,0,1.25,0,0,0.36,0.1,0,0
"ERCC2_HES1_TRIM27",0,0,0,0,0,0,0,0,1.25,0,0,0,0.12,0,0
"HES1_HIF1A_TRIM27",0,0,0,0,0,0,0,0,1.25,0.04,0,0,0.44,0,0
"HLA-DOB_HLA-DQB1",0.07,0.21,0.08,0,0.27,0.25,0.64,0.15,9.58,65.07,2.89,28.1,1.53,0,0
"BANK1_HLA-DOB",0,0.02,0.03,0,0,0,0,0,6.25,62.53,1.16,11.68,0.1,0,0
"BANK1_HLA-DOB_HLA-DQB1",0,0,0,0,0,0,0,0,5,61.92,1.16,11.68,0.08,0,0
"CD40_HLA-DQB1",0.15,0.32,0.03,0,0.55,0.25,0.48,0.46,15,60.59,8.09,18.61,10.87,0,0.07
"CD24_HMGB1",0.22,0.29,0.19,0.19,0,0.25,0,0.57,0.42,50.5,4.05,0.36,0.3,27.51,0.7
"CD24_HLA-A_HMGB1",0.22,0.29,0.19,0.19,0,0.25,0,0.57,0.42,50.37,4.05,0.36,0.3,24.64,0.63
"CD24_HLA-E_HMGB1",0.22,0.29,0.19,0.19,0,0.25,0,0.56,0.42,50.32,4.05,0.36,0.3,13.47,0.63
"CD24_HMGB1_RIPOR2",0.22,0.24,0.17,0.19,0,0.08,0,0.36,0.42,45.84,3.47,0.36,0.24,2.01,0.41
"CD19_MS4A1",0.04,0.03,0,0,0.14,0.08,0,0.03,4.58,43.47,1.16,0.36,0.04,0,0
"CD40_HLA-DOB_HLA-DQB1",0,0,0,0,0,0,0,0.01,3.33,41.48,0,8.39,0.4,0,0
"CD24_FOXP1_HMGB1",0.19,0.17,0.19,0.19,0,0.17,0,0.25,0.42,38.9,4.05,0,0.14,4.87,0.3
"CD22_FCGR2B",0,0,0,0,0,0.08,0,0,2.5,35.23,0,5.84,0.14,0,0
"CD22_CD79A_FCGR2B",0,0,0,0,0,0,0,0,2.5,35.19,0,0,0.04,0,0
"BANK1_BTK_HLA-DOB",0,0,0,0,0,0,0,0,4.58,35.1,1.16,8.76,0.08,0,0
"BANK1_CD22_FCGR2B",0,0,0,0,0,0,0,0,1.67,33.98,0,2.19,0,0,0
"CD19_CD22",0,0.02,0,0,0,0,0,0.01,1.25,33.94,0.58,0.73,0.04,0,0
"CD19_CD22_MS4A1",0,0.02,0,0,0,0,0,0.01,0.83,33.89,0.58,0.36,0.02,0,0
"CD24_HMGB1_XRCC6",0.07,0.16,0.14,0,0,0.08,0,0.33,0.42,31.52,1.16,0,0.2,5.16,0.22
"FCGR2B_HLA-DOB",0,0.02,0,0,0,0,0,0.03,9.58,30.36,0.58,15.33,0.26,0,0
"CD79A_FCGR2B_HLA-DOB",0,0,0,0,0,0,0,0,9.17,30.36,0,0.73,0.02,0,0
"CD22_FCGR2B_PTPN6",0,0,0,0,0,0.08,0,0,2.08,30.27,0,5.47,0.14,0,0
"FCGR2B_HLA-DOB_HLA-DQB1",0,0,0,0,0,0,0,0,5.42,30.14,0.58,15.33,0.24,0,0
"CD22_FCGR2B_TMBIM6",0,0,0,0,0,0.08,0,0,1.67,29.93,0,5.84,0.14,0,0
"BANK1_FCGR2B_HLA-DOB",0,0,0,0,0,0,0,0,4.17,29.24,0,5.11,0.04,0,0
"CD24_TNFRSF14",0.15,0.14,0.14,0,0,0,0,0.25,0.42,28.33,1.16,0,0.16,1.43,0.22
"CD24_HMGB1_TNFRSF14",0.15,0.14,0.11,0,0,0,0,0.25,0.42,27.55,1.16,0,0.16,1.15,0.22
"FCGR2B_HLA-DOB_PTPN6",0,0,0,0,0,0,0,0.03,7.92,26.39,0.58,14.6,0.26,0,0
"CD22_FCGR2B_HLA-DOB",0,0,0,0,0,0,0,0,0.42,24.02,0,2.55,0,0,0
"CD24_HMGB1_HSPD1",0.15,0.13,0.14,0.19,0,0.08,0,0.16,0.42,23.93,1.73,0.36,0.16,5.44,0.22
"CD24_HMGB1_PPP3CA",0.11,0.06,0.03,0.09,0,0,0,0.17,0.42,23.33,2.89,0.36,0.16,2.29,0.11
"CCR7_RHOA_SWAP70",0.71,0.32,1.14,1.23,0.27,0.17,0.97,0.05,2.08,22.9,3.47,1.82,0.32,0,0.04
"BAX_BLK_ZFP36L1",0.26,0.27,0.14,0.09,0.68,2.01,0.64,0.09,10.83,22.64,5.2,0,0.2,0,0
"CD24_HMGB1_RTN4",0.11,0.17,0.08,0.19,0,0,0,0.35,0.42,22.55,2.31,0.36,0.26,12.61,0.26
"CD22_PAWR",0,0,0,0,0,0,0,0.01,0.42,22.16,0.58,0.73,0,0,0
"FCER2_LYZ",0.22,0.13,0.06,0.28,0.27,0,0,0.11,11.25,22.16,1.16,2.55,2.25,0,0
"BANK1_HLA-DOA_HLA-DOB",0,0,0,0,0,0,0,0,1.25,21.86,1.16,9.12,0.02,0,0
"CD19_FCGR2B_MS4A1",0.04,0,0,0,0,0,0,0,3.33,21.26,0,0,0,0,0
"CD24_HMGB1_TCF3",0,0.08,0,0,0,0,0,0.07,0.42,20.78,1.16,0,0.02,0.57,0.04
"FOXP1_STAP1",0.45,0.14,1.3,0.85,1.51,0.67,0.32,0.64,7.08,20.57,10.98,1.09,0.1,0,0
"FOXP1_HMGB1_STAP1",0.45,0.14,1.16,0.76,1.51,0.59,0.32,0.62,7.08,20.01,10.98,1.09,0.1,0,0
"BLK_CAMK1D_LYN",0,0.02,0.03,0,0.14,0.08,0,0,10.42,19.15,1.73,0.36,0.1,0,0
"CD19_MS4A1_PTK2B",0,0,0,0,0.14,0.08,0,0.01,2.92,18.71,0.58,0,0,0,0
"BCL2_CD19_MS4A1",0,0,0,0,0,0.08,0,0.03,2.92,17.68,0.58,0,0.02,0,0
"FCRL3_HSP90AB1_LYN",0.07,1.65,0.06,0,7.67,0.33,0.81,6.67,3.33,17.68,1.16,2.19,0.91,0,0.15
"CD24_HMGB1_MBP",0.19,0.22,0.11,0,0,0.17,0,0.46,0,17.55,2.31,0.36,0.18,1.15,0.37
"FOS_PAX5",0.04,0.05,0.03,0.19,0.14,0.08,0,0.04,5,17.42,2.89,0.36,0.26,0,0
"CD19_CD22_FCGR2B",0,0,0,0,0,0,0,0,1.25,17.21,0,0.36,0,0,0
"BACH2_BANK1_BTK",0,0,0,0,0,0,0,0,5,17.16,1.73,4.01,0.02,0,0
"CD24_CD46",0.11,0.1,0.06,0,0,0,0,0.32,0.42,16.95,2.89,0,0.22,8.6,0.52
"CD24_CTNNB1",0.07,0.1,0.11,0.09,0,0.17,0,0.27,0,16.6,1.73,0.36,0.22,9.46,0.19
"CTNNB1_PAX5",0.04,0.05,0,0.19,0,0,0,0.03,2.5,16.56,1.73,0.36,0.18,0.29,0
"CD24_CD46_HMGB1",0.11,0.1,0.06,0,0,0,0,0.32,0.42,16.26,2.89,0,0.2,6.3,0.37
"CD24_CTNNB1_HMGB1",0.07,0.1,0.11,0.09,0,0.17,0,0.27,0,15.87,1.73,0.36,0.2,6.88,0.11
"CD24_CD46_PTPRC",0.11,0.1,0.06,0,0,0,0,0.29,0.42,15.78,2.89,0,0.2,4.58,0.44
"BANK1_BTK_PAWR",0,0,0,0,0,0,0,0,7.5,15.74,1.16,1.82,0,0,0
"CNR2_FCER2",0,0.02,0,0,0,0,0,0.01,0.42,15.05,0,0,0.02,0,0
"DDX17_FOS_PAX5",0.04,0.05,0.03,0.19,0,0,0,0.04,5,15.01,2.89,0.36,0.26,0,0
"CD19_CD22_PTK2B",0,0,0,0,0,0,0,0.01,0.83,14.92,0.58,0.36,0.02,0,0
"CD24_CDC42_CTNNB1",0.07,0.1,0.11,0.09,0,0.17,0,0.27,0,14.83,1.73,0.36,0.2,4.87,0.11
