"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"SNCA",227.1909,183.257,88.00292,145.1241,43.76754,70.16927,95.0892,131.8826,174.3355,46.88352,129.4074,151.2215,121.697
"SNRK",49.67232,37.47718,46.50175,53.0995,48.55637,62.58126,45.8695,51.22145,44.89519,44.58952,53.60008,48.47738,79.87038
"SNX10",95.38857,159.3784,114.879,130.5215,74.57826,86.07079,107.0559,61.11451,61.46766,94.94815,86.9913,70.24216,126.0091
"SNX27",63.5427,86.2687,59.25749,73.01999,90.03152,52.86304,52.94295,49.63229,53.60818,53.47731,55.80257,37.25193,46.90415
"SNX4",36.39653,42.3137,42.84367,50.97319,53.02319,45.82356,31.70445,36.13219,27.40102,24.40714,31.01281,28.55844,34.1672
"SOCS1",1.80965,2.3588,3.0907,4.18383,2.26264,2.73107,2.18574,0.720561,2.53761,0.651595,0.885469,2.66229,9.29349
"SOCS5",3.48322,3.9619,4.277226,4.295356,4.14182,3.936192,2.688812,4.0671,3.4357,5.74886,3.73984,3.68286,4.01125
"SOCS6",2.896313,5.309592,6.04005,2.606438,2.603614,6.3083,2.488387,3.061148,2.63923,2.102011,2.569592,4.686301,3.83785
"SOD1",142.7176,102.6754,97.74698,89.40503,101.5603,105.8634,97.56931,125.6574,113.1301,122.4365,105.4428,97.46224,102.13
"SOD2",867.4586,428.3939,317.6352,290.1642,230.4417,452.0191,581.3719,346.1239,124.7187,142.3887,239.4058,487.1323,591.8277
"SOS1",10.39463,4.579007,12.47578,11.25718,6.505324,8.563889,13.71425,14.8022,16.04542,13.48286,22.10188,9.2614,16.14064
"SOS2",12.29427,10.38415,16.06414,12.46114,8.079816,8.711499,9.516715,9.006847,11.90104,10.21928,12.82114,13.23425,11.33473
"SOX11",0.191149,0.0924744,0.111117,0.307103,0.244897,0.160979,0.0861154,0.17981,0.111909,0.0670405,0.103463,0.150863,0.151317
"SOX12",0.102392,0.257505,0.54505,0.0394889,0.531482,0.361935,0.110548,0.265214,0.341339,0.276986,0.0998368,0.0942341,0.185808
"SOX13",1.674324,2.687191,2.857539,3.384379,0.691606,1.371985,2.118588,1.193142,2.741179,2.166745,1.116588,1.536443,1.168616
"SOX4",3.20561,1.25245,5.62377,7.60054,5.79083,4.69548,3.00314,3.529,1.90608,4.53524,3.0663,5.26644,4.02966
"SOX9",0.0243187,0,0,0,0,0,0,0,0,0,0,0,0
"SP100",211.1446,278.6764,282.5434,256.3417,267.801,284.4444,294.3821,265.5908,225.0909,276.3579,238.9939,218.8252,360.7686
"SP2",21.84855,24.38572,20.24556,18.78172,28.52169,20.01234,17.07169,21.45907,14.46932,18.01754,17.59132,20.31065,16.42215
"SP3",38.82816,44.47201,45.43002,55.93715,42.78678,57.20864,45.38371,61.95176,66.73586,67.6537,55.79923,46.64172,80.57572
"SP7",0.1108476,0,0,0,0,0.2785064,0,0,0,0,0,0,0
"SPACA3",0.64119,0.241471,0.11865,0.241029,1.241693,0.104742,0.223347,0.124535,0,0.112567,0.153386,0,0.32595
"SPAG11A",0,0,0.4627864,1.45754,0,0.805529,0,0,0.00255919,0.0029268,0,0,0
"SPAG11B",0,0,0.3878857,0.00357819,0,0.00261921,0,0,0.356155,0.364876,0,0,0
"SPG21",87.82344,99.09543,130.8753,109.1622,89.89482,87.19161,97.79406,99.9831,81.16314,121.468,101.538,102.7089,94.52376
"SPHK1",6.535744,8.509567,8.58647,6.057632,5.697187,7.055288,3.239023,3.570705,5.433594,5.826406,4.346341,7.078448,9.738788
"SPHK2",9.888491,14.69633,8.251575,12.08176,14.44427,12.19591,9.99982,12.38563,11.27899,10.87823,10.89007,9.341191,9.090641
"SPI1",29.09672,26.44702,31.01316,25.69932,29.00441,22.17924,28.45104,32.81605,32.52779,46.0859,36.45123,52.5977,35.78115
"SPN",149.0016,76.15277,92.5333,96.28144,67.87947,107.3082,157.5076,179.942,167.0134,199.6671,196.9349,181.7329,57.86811
"SPNS2",0.5658904,0,0,0.16342,0,0.0238116,0.367682,0.0587886,0.0521438,0.540818,0.596812,0,0
"SPON2",96.63983,82.26534,142.3756,208.3373,91.22047,118.8531,132.8555,73.57667,69.62709,107.1878,56.34993,76.66425,87.72425
"SPPL2A",148.9555,230.1237,197.2778,224.8306,169.4514,166.2377,136.7802,162.1685,148.5356,159.9092,169.5092,150.1227,154.7334
"SPPL2B",23.96053,13.97712,33.03742,39.88542,36.58086,29.24042,34.86619,26.29005,38.36039,28.12148,35.15148,21.86161,33.43911
"SPPL3",6.59897,9.888727,16.77477,4.937977,10.31575,11.28699,6.845241,12.62672,23.97384,11.17542,5.945603,8.76707,16.59883
"SPTA1",0.2532721,0,0.0126556,0,4.56942,0.0100215,0.327141,0,0.2612194,0,0,0.2601201,0
"SQSTM1",201.6897,169.6235,192.4821,181.1208,163.5847,223.5118,212.8585,182.0268,196.0855,205.0209,223.4416,232.7757,160.3192
"SRC",27.01339,22.72283,14.6429,13.8434,9.92922,11.70518,23.8818,14.59926,20.95089,16.92676,20.15518,21.53551,10.73495
"SRF",1.56523,1.5139,5.39046,0.83109,1.6136,2.08074,1.89774,1.37849,1.21389,2.86354,2.29504,3.15235,1.47031
"SRMS",0.14005,0,0,0,0,0,0,0,0,0,0,0.128807,0
"SRP54",46.82878,49.56376,54.4421,65.00863,61.40716,36.69384,48.05127,52.77163,42.91039,50.87703,68.36467,29.46793,42.54303
"SRPK1",25.81212,15.04857,22.30403,30.43279,27.09685,24.88188,23.88896,32.60314,29.77827,23.08556,25.13297,28.97103,28.1742
"SRPK2",57.74881,41.27627,54.75159,49.51134,40.455,58.12304,36.51012,60.76561,49.48708,60.57388,52.55407,43.14834,62.15118
"SSBP3",17.20621,12.74812,17.87153,15.35235,11.14376,11.65395,9.325673,8.850258,13.14839,9.854008,5.369884,9.843919,7.168288
"SSC5D",0.0905311,0.1766899,0.1346977,0.063713,0.0310757,0.1294871,0.0471789,0.101532,0.4058672,0.0858953,0.0788585,0.208742,0.169827
"ST3GAL1",98.50702,90.18994,95.8161,105.0377,77.86437,103.6082,80.91078,97.10129,102.1588,91.35779,90.28155,90.96043,134.2262
"ST3GAL4",15.43652,17.57071,20.7947,12.15565,14.9288,18.66975,15.50151,16.07085,12.35295,16.13672,13.6361,18.57446,12.33401
"ST6GAL1",122.5366,65.90897,70.28156,101.3562,103.089,87.72441,99.94747,192.3503,131.3859,110.1391,147.8979,64.76939,95.51595
"STAP1",26.58897,20.72202,25.87186,15.67903,33.91201,30.10727,25.0503,34.63495,20.26929,14.245,16.41802,12.64684,30.36833
"STAT1",194.7649,476.385,168.1148,189.4579,209.7123,117.0765,438.2732,144.1303,182.7326,153.2467,165.8177,194.3197,161.0471
"STAT2",119.0924,215.2487,115.2438,130.0505,131.1712,115.7318,201.7654,106.6337,101.8557,109.9198,112.7052,99.73466,111.3273
"STAT3",107.2856,156.4375,117.2556,138.9502,109.909,117.5788,118.4215,111.2619,108.1854,102.676,104.5164,131.2449,160.159
"STAT5B",25.85008,21.65517,31.78463,38.49089,32.3975,24.2389,29.50782,33.63714,42.61678,30.27892,32.50622,25.48251,22.40035
"STAT6",136.8332,108.7191,159.1145,137.289,161.1297,128.1488,107.7963,139.5352,157.4163,126.8636,142.0537,104.977,151.5809
"STING1",135.4715,177.0997,140.3086,157.3845,157.0998,117.5031,154.4124,155.6708,160.3986,151.9855,159.1392,117.3486,88.65632
"STK10",192.8596,190.2825,187.9396,189.4412,202.358,164.3279,145.6453,192.1047,139.7791,147.1674,179.3765,157.2527,203.6299
"STK11",3.375649,1.809627,3.641962,1.102158,3.263521,1.34917,2.444619,4.415227,7.24869,4.049567,2.238081,2.176418,3.749222
"STK3",16.08717,25.44617,15.15546,24.54844,15.35683,18.76596,16.63774,12.96011,14.5999,15.85808,11.37452,17.51628,17.2594
"STK39",2.483147,3.821027,6.124452,3.282112,4.40876,3.174176,3.169046,6.483316,4.12382,5.85977,2.216337,6.22393,1.490378
"STK4",190.4719,133.6652,131.0013,160.3938,144.0613,191.7831,143.9158,199.8505,164.6921,127.7904,142.3778,131.9771,213.5667
"STMP1",56.57222,46.21493,61.07222,48.01225,56.14161,65.35016,44.0295,47.40731,41.74866,48.24281,52.22488,53.25948,43.78208
"STOML2",111.3597,73.32005,78.61392,100.0762,88.48261,69.32539,83.89574,68.90459,74.63502,70.25136,87.78831,56.66745,68.79817
"STX4",36.03293,37.18204,42.81056,34.32773,40.97468,51.25452,37.26998,33.40662,29.96194,34.86271,29.04915,45.18079,50.74467
"STX7",57.74264,51.58232,68.66411,65.36111,84.57877,81.45829,60.04747,86.7179,56.61389,67.1704,72.30699,58.4954,65.46662
"STX8",60.77125,54.64491,50.5902,48.29894,36.38289,49.483,28.67843,37.09554,37.47799,38.63999,27.31722,34.55171,41.01124
"STXBP1",1.890511,1.09732,1.486291,1.063519,2.169931,1.791015,2.93639,2.029667,1.082943,0.506742,1.725394,0.8440451,4.133073
"STXBP2",312.9933,392.3683,366.4588,356.1915,306.8772,294.7534,261.3166,312.0685,264.2144,312.7962,325.034,327.1658,282.2765
"STXBP3",74.6055,83.10764,86.36013,92.62436,83.33696,74.7582,62.57182,79.30539,90.86815,87.2645,79.1064,56.769,68.33989
"STXBP4",6.021125,3.355578,3.518357,2.995,3.283392,5.512377,1.165728,5.472145,6.156158,2.210061,4.088038,2.763681,1.611824
"STYK1",1.273647,0,3.897857,2.164473,0.803447,0.0274044,0,1.235625,0.428691,1.35389,3.1669,0.940401,0.333067
"SUCNR1",0.022805,0.110286,0.303469,0.153909,0,0.057572,0.246168,1.04504,0.840235,0.143937,0.138991,1.0074,0
"SUPT6H",19.3535,23.05177,25.85118,26.43831,24.63524,27.83431,18.10841,22.69498,23.27293,24.18292,21.19288,25.2088,22.51624
"SUSD4",1.957949,0.711032,0.769448,3.632483,1.632081,0.4618887,1.158379,0.25065,1.629592,0.1623955,3.693413,2.631861,2.59654
"SWAP70",19.64685,15.22319,19.18519,21.73293,27.89259,35.53547,21.38656,35.98022,14.96584,23.8735,20.01316,14.37193,37.21888
"SYK",83.41293,112.4263,82.48747,106.7776,110.2048,89.61002,83.02171,106.647,88.95985,95.17184,79.99143,75.66278,113.6882
"SYNCRIP",45.27077,46.16339,41.9241,48.84555,42.88889,46.34926,45.21148,39.38026,38.83527,38.877,46.615,46.51119,49.80759
"SYT11",18.0232,16.5841,12.0174,19.249,11.3812,13.9094,9.72368,17.6154,15.1389,10.8557,13.1955,10.2791,11.6603
"SYVN1",20.74652,9.223006,13.45975,18.58489,15.41527,26.356,24.95652,30.62506,35.4103,26.97485,26.86998,21.96838,22.20329
"TACR1",0.2008953,0.66876,0.0724512,0.238829,0,0,0,0.896614,0.150444,0.274911,0.185772,0,0
"TAFAZZIN",48.04129,58.52303,111.1187,52.03124,49.87908,35.08418,59.74996,92.96421,107.311,91.75942,91.84338,44.08427,68.16223
"TAL1",3.536789,1.34459,2.46905,1.63656,0.628192,2.511228,1.4887,2.20091,4.83742,3.038046,1.84195,1.29973,1.41302
"TANK",173.2679,168.8029,191.7508,201.0751,194.0623,184.4733,167.6411,196.6918,142.7293,165.2399,173.7945,211.2164,189.9228
"TAP1",204.0007,269.4,201.7917,201.4175,217.8344,148.7259,323.5349,192.0818,214.9671,182.4674,187.2545,182.1487,141.0824
"TAP2",48.94956,33.84325,32.16521,66.68992,42.16696,32.5565,28.11595,38.97557,36.68359,21.05538,47.65539,22.29658,22.01088
"TAPBP",366.9883,400.0065,347.7557,395.5237,374.1584,331.0641,368.3931,325.602,268.7716,333.2383,307.7289,326.8638,333.32
"TAPBPL",96.99375,146.9234,84.60015,91.85122,93.48993,77.696,68.60114,66.6409,77.94381,80.81838,72.30248,61.03504,81.06891
"TARM1",3.817391,1.300967,1.842381,3.77396,0.723876,0,2.955494,2.122868,0.94803,0.970395,0.116316,0.175605,0.37542
"TASL",19.3025,33.2405,25.0522,16.3303,32.4314,30.458,25.9772,30.6058,23.467,29.0902,35.9067,18.4855,14.1661
"TBC1D10C",275.729,213.2556,322.4091,307.0377,336.0531,226.7532,277.2323,256.9879,290.9973,267.7643,304.7902,182.3969,232.9803
"TBK1",41.53583,36.0338,32.36591,36.9382,45.35649,31.6359,29.7684,28.84949,31.04462,42.57876,33.99849,31.18666,33.97546
"TBKBP1",1.012053,0.3423571,3.4125,0.379539,0.64552,0.595259,1.362539,1.058285,1.908068,0.647258,0.6974655,0.605183,1.576234
"TBX1",0.0485841,0,0.0400819,0.340793,0,0,0.0436133,0.0483853,0,0,0.0986491,0,0
"TBX21",10.79507,4.530201,10.61094,8.46206,5.54693,6.43595,8.857114,7.50921,13.66023,17.8201,10.65813,5.233176,2.29527
"TCF12",61.77669,56.52151,37.78439,40.76224,37.46354,44.51753,46.01809,77.30502,49.54581,43.54871,58.10372,54.41243,39.90677
"TCF21",0,0,0,0,0,0,0.0380656,0.0322805,0.0284253,0,0.0395227,0,0
"TCF3",11.16381,15.53538,18.70102,16.48294,19.17711,20.46905,21.60647,21.16715,30.11041,21.07518,24.18363,23.08566,13.80162
"TCF7",60.74613,34.69155,74.39068,76.45641,85.25547,66.81497,64.98748,62.2146,105.6987,80.11537,83.81268,47.8431,69.66332
"TCIRG1",245.4605,362.6563,367.915,448.3291,330.1659,138.8312,277.4713,361.7387,340.9457,357.4261,409.7153,266.9906,382.6719
"TCTA",39.71871,43.61233,40.4935,55.83198,50.22613,40.31453,25.81599,32.55556,30.74885,45.45757,41.93243,37.43449,37.63996
"TEC",2.195177,3.117601,9.646537,2.371985,3.507587,5.613528,4.82158,5.598917,3.994929,5.32685,5.307,4.790865,3.99141
"TEK",0,0,0,0,0,0,0,0,0,0,0,0,0.131642
"TENM1",1.332414,1.144731,1.539564,1.413448,1.015227,1.166039,1.317094,1.263698,1.72067,1.161446,0.702923,0.794816,1.93622
"TENT2",87.80927,104.9205,107.4031,101.2799,109.4616,90.03337,70.09888,91.40111,65.91965,86.58019,80.69875,88.0076,125.2583
"TESC",12.4996,10.7907,16.97371,10.19231,11.06875,8.268724,10.00033,16.62188,21.1949,26.32912,25.70783,27.30866,24.78226
"TESPA1",53.28428,39.91602,59.26544,82.43788,63.12619,55.19585,60.7715,86.27139,89.19815,63.061,92.46275,47.55312,67.95477
"TET2",21.44341,32.45525,25.04184,27.70317,28.77916,70.82677,38.14794,55.66578,40.12717,41.88854,46.18131,74.25296,101.6624
"TF",0.300246,1.605766,0.560979,1.611563,0.434517,0.432153,0.6167816,1.34773,0.569148,2.549425,0.206668,0.699203,0.405004
"TFE3",21.11047,21.10191,29.27329,23.44012,21.63253,18.98119,19.82956,19.61728,21.32825,26.77108,22.31497,19.33805,17.32456
"TFEB",14.0899,28.28562,26.53006,22.5445,21.48175,23.998,26.33261,18.32183,15.88133,23.40629,20.54877,24.33943,18.66037
"TFRC",34.3793,76.85646,50.97475,74.1631,69.05862,75.15228,36.31116,37.83176,29.99674,30.57911,23.53913,56.35441,95.69892
"TGFB2",0,0.0551763,0.0361492,0.474877,0,0,0,0.28063,1.53189,0,0.0231724,0,0
"TGFB3",0.992137,0.987973,2.047324,0.595767,12.45504,0.0660903,1.685491,2.496313,1.9174,0.460545,3.036085,0.6531185,0.877003
"TGFBR1",23.20272,22.49552,24.66148,18.59783,16.7734,15.93448,21.44057,28.50885,22.21734,19.08788,17.13002,14.35176,19.3431
"TGFBR2",38.155,27.08682,47.89646,45.28825,38.6389,44.49854,44.1499,45.5337,59.25,62.797,48.2919,40.43153,41.8609
"TGFBR3",74.56768,42.08736,38.12074,65.01974,36.54042,76.38754,46.54675,62.54709,39.58749,30.19239,36.77473,50.5483,42.54391
"THBS1",22.88825,78.398,252.7769,62.20873,40.79385,387.9382,27.67477,74.22351,44.82982,54.70842,144.8538,230.9243,360.2173
"THBS4",1.536727,0.60554,6.737129,1.007631,2.21571,2.950492,2.265206,4.189571,2.640882,4.517599,2.999575,2.602456,5.174465
"THEMIS",28.97435,35.10489,21.64783,36.27843,30.39382,38.0005,33.87633,35.09099,35.068,23.06065,41.90053,21.82774,31.93557
"THEMIS2",197.4422,292.5958,229.6501,248.0857,225.3419,203.2387,200.7742,183.9592,222.8046,191.072,184.7174,252.5417,233.6667
"THOC1",36.1206,38.169,36.35829,44.56801,47.63575,43.21672,37.32006,36.65172,47.66625,40.08797,46.1816,27.35089,42.63935
"THOC5",29.60556,15.6602,36.95047,21.15064,24.66141,29.78622,36.60913,41.47145,32.06324,31.77901,27.10603,26.60829,34.21346
"THRA",2.26421,1.341057,3.32317,3.009325,1.125613,3.890842,1.661043,2.929102,6.099737,7.84335,2.8217,1.523082,4.451869
"THY1",0.134903,0,0,0,0,0,0,0,0,0,0,0,0
"TICAM1",17.3103,13.5317,13.4731,18.4617,17.2434,18.0553,12.7079,10.0516,14.5687,14.0757,15.3203,22.1294,12.4211
"TICAM2",8.345,20.33457,16.8869,8.79277,8.48955,9.31489,14.0172,15.0241,8.10802,12.711,19.1844,13.4966,7.1262
"TIFA",33.6205,14.95063,21.71324,25.52755,30.81245,11.83938,25.28665,37.4974,38.692,12.36839,35.2296,12.56442,11.31228
"TIGIT",42.71933,25.18902,28.01288,24.38776,27.92161,22.40863,34.37993,60.81505,64.10811,36.66406,28.64386,17.8153,15.65069
"TIPARP",17.11645,19.14999,16.40005,27.27195,18.83271,79.53663,14.95055,23.12902,13.34677,13.76608,14.0163,55.167,39.71876
"TIRAP",18.50006,11.47854,14.57666,16.17835,19.93396,12.69879,9.592923,16.96198,13.36918,14.01287,15.66155,9.501818,6.306872
"TKFC",40.2962,27.46636,33.03117,52.49156,44.39762,28.13495,38.22082,45.24578,46.81019,38.37234,44.88366,36.02369,29.00503
"TLR10",11.25052,12.72624,9.380377,14.8147,11.34206,12.25852,12.92846,19.2489,7.977835,9.653287,13.43058,4.54456,8.053337
"TLR2",41.3146,83.103,67.086,40.7127,51.1873,46.6435,59.6334,48.3169,44.5279,70.8986,50.7346,48.2365,45.7196
"TLR3",5.939294,3.90906,3.041191,3.118827,4.170982,1.311327,1.905655,1.032754,1.538514,1.859771,1.849636,0.4397617,0.7239295
"TLR4",46.63519,88.3746,39.30476,53.89542,60.13573,52.14828,55.83142,57.86792,39.48254,54.19984,68.62714,57.63384,51.68513
"TLR5",21.64669,40.85325,27.86048,40.15628,29.05171,21.75277,25.42207,31.18664,21.46741,29.27772,21.6647,21.03453,21.34947
"TLR6",6.80707,3.5979,3.30949,4.05064,5.295973,7.05246,5.885885,8.333104,4.03323,5.234035,5.47737,7.18882,4.445487
"TLR7",30.88,36.26556,17.76927,12.9029,15.7322,14.57761,37.41731,14.4097,12.37318,13.5737,13.77591,11.92693,13.7094
"TLR8",22.07392,28.76344,26.7288,17.56071,20.09402,25.31814,30.70955,33.35636,31.1636,37.30957,40.78915,30.91786,17.7366
"TLR9",0.217129,0,0.897121,0.925752,1.14284,1.9578,1.16399,1.80191,0.79193,1.76712,2.05459,1.07182,0.798586
"TMBIM6",632.8194,826.3322,605.7261,734.0391,729.8754,679.2437,602.6403,662.4399,582.1503,644.712,639.275,664.7615,747.2028
"TMED1",32.96289,35.93684,27.84894,30.64123,35.94001,40.3245,19.4843,30.06887,23.82831,36.47436,23.88332,36.13328,19.8075
"TMEM102",3.843743,2.91514,1.058326,1.7041,3.348357,1.8351,3.5003,4.81416,5.51111,3.137652,3.488751,2.723549,0.2699968
"TMEM106A",14.44352,10.88466,10.39944,8.444566,11.05267,9.620192,20.68837,17.07759,12.78439,17.19825,8.14593,13.6687,6.598969
"TMEM131L",73.01935,103.0878,67.02336,62.21174,64.62704,55.72823,48.52265,80.25373,51.09535,76.03955,62.81048,59.39867,135.0029
"TMEM14C",49.49513,44.94612,37.32471,28.48082,45.13559,64.00159,30.08395,65.03339,34.89316,46.18371,39.62074,38.83973,43.05433
"TMEM176A",80.70777,5.136348,66.43166,51.26694,135.1924,75.25905,113.093,13.54468,8.14568,21.9602,78.8339,4.02856,59.2719
"TMEM176B",292.7984,30.92564,202.6978,242.4385,531.697,307.9669,450.7592,42.92482,35.26062,88.94379,230.3962,10.72349,259.7278
"TMEM178A",0,0,0,0,0.423315,0.143011,0,0,0,0,0,0,0
"TMEM190",0,0,0,0,0,0,0,0,0,0,0,0.453142,0
"TMEM33",34.87844,49.5745,28.54323,44.62541,41.72124,34.29923,31.53718,29.83008,29.43934,38.05998,31.42525,27.28294,33.7219
"TMEM43",79.1053,63.77649,58.71632,81.5622,68.9307,75.0781,66.434,75.1131,63.2241,54.70491,74.5103,55.4088,72.016
"TMEM64",4.92268,1.60901,2.64137,4.446917,4.648599,4.556331,3.084727,4.916301,7.11952,4.117694,3.604056,5.020195,2.976327
"TMEM91",19.49024,22.94881,29.32052,21.39062,23.85999,15.86389,19.22871,28.73432,17.90547,33.0287,23.72945,23.561,28.95931
"TMEM98",0.0689007,0.0663334,0.4304142,0.127288,0.5374787,0.0391245,0.5680208,0.510084,0.2637563,0.0201621,0.664651,0.6159741,0
"TMIGD2",13.73578,12.84153,11.23671,18.44054,30.6978,28.67513,13.76544,7.43586,12.56128,21.16735,13.31931,12.13112,21.80785
"TMOD3",36.93162,34.17963,22.90049,34.59882,33.75701,27.14715,29.43946,46.30993,21.23215,30.24196,37.12083,23.92481,34.41703
"TNF",511.213,35.4452,18.3922,23.5273,12.6963,8.31555,340.789,118.33,11.3036,9.9303,24.1159,15.8689,8.492
"TNFAIP1",17.71176,5.97662,15.12178,19.89955,19.30214,13.7732,13.01771,23.75761,20.29705,14.28131,20.992,11.80939,7.38182
"TNFAIP3",605.5994,212.5144,216.8354,352.0872,197.8995,567.1204,405.5401,171.8972,72.49967,49.38481,102.1346,617.0376,516.4396
"TNFAIP6",57.7234,5.81019,5.14754,12.60453,6.01953,8.85343,12.3625,5.331,0.859421,5.1531,5.623,5.52852,8.70971
"TNFAIP8L2",74.6444,94.1108,47.0898,47.2153,75.5179,42.2679,66.9214,84.8427,88.9186,99.0326,87.7566,40.0928,32.5032
"TNFRSF11A",0.8843961,0.138788,1.636639,0.284285,0.901918,0.6016597,0.790619,0.543574,0.0299604,0.1294011,0.3530778,0.7178009,0.2085392
"TNFRSF11B",0.657915,0.710185,0.0952777,0.113205,0.684908,0.122857,0.660233,0.206892,0.372253,0.201241,0,0.690544,0.398586
"TNFRSF13B",7.701387,7.167582,14.87945,11.16922,22.17006,14.85464,29.1831,8.020345,13.25772,7.43133,9.706597,4.594363,10.76101
"TNFRSF13C",18.8159,13.8009,28.8566,24.5098,34.4772,47.6507,17.6964,25.6982,12.8111,9.83468,11.279,10.0908,26.5386
"TNFRSF14",137.2163,145.9476,127.3009,112.0705,105.0643,127.3878,206.312,162.954,144.7464,152.5472,158.5907,172.6638,113.8837
"TNFRSF18",4.36451,6.9953,8.04662,8.18039,3.67894,8.7613,6.075288,5.03059,9.03363,8.519067,10.24298,3.974032,5.61354
"TNFRSF1B",149.6996,296.2874,259.7813,302.7217,204.6447,126.7054,166.1896,242.4717,271.6913,311.5932,313.089,194.6354,388.2204
"TNFRSF21",1.24048,1.8443,1.86465,5.63779,2.53095,3.77564,1.83633,1.95697,2.53728,1.49592,0.696274,3.21204,8.05381
"TNFRSF4",3.701768,6.859287,7.613647,10.24421,10.14338,3.542753,4.859321,2.948762,10.95352,5.775287,5.073953,3.040582,5.092519
"TNFRSF9",1.012342,5.51609,0.842109,7.23224,1.888891,1.684229,3.58674,2.53876,1.167316,1.484716,2.13007,1.964342,3.8672
"TNFSF10",189.6026,361.0739,172.6126,150.1336,232.0325,98.30162,322.237,133.6025,131.446,169.6377,138.0884,129.0413,76.05476
"TNFSF11",1.13482,0,0.718645,1.119391,3.679953,0.511273,0.272363,1.217273,0.641911,0.314354,2.25243,0.435015,1.595064
"TNFSF12",6.69537,7.35982,6.88067,7.74677,7.737683,3.240127,11.34257,10.08071,14.24021,14.40104,12.07606,10.9279,4.237614
"TNFSF13",168.9801,295.9184,183.3874,245.5363,217.1624,189.1046,209.7668,155.8872,180.1364,222.9699,196.807,270.7181,166.7751
"TNFSF13B",92.83156,153.3136,87.6792,80.14327,66.61663,98.37283,113.2271,100.5356,68.004,114.5921,76.7076,65.28939,92.39337
"TNFSF14",10.6807,2.927933,11.74288,9.30412,11.25798,8.55661,11.47565,13.0963,15.56665,17.38401,16.88192,6.64332,7.18282
"TNFSF15",0.616851,0.1909248,0.0614675,0.168719,0.1737462,0.0696362,0.150512,0.367828,0.0685627,0.199656,0.0758681,0.408666,0.156849
"TNFSF18",0,0,0,0,0,0,0,0.0504511,0,0.684701,0,0,0
"TNFSF4",13.84436,12.62965,16.97108,8.40499,9.2994,14.0392,3.549066,11.81635,10.6871,6.462656,12.07081,9.24934,13.9579
"TNFSF8",41.32189,66.77643,94.9802,62.79253,43.13914,61.0695,44.9466,58.3349,61.13494,55.91216,50.46397,73.7616,104.2928
"TNFSF9",0.385702,0.485111,0,0.876325,0.0648624,0.675217,0.239835,0,0,0.490571,0.22998,4.14216,1.26285
"TNIP1",63.99821,43.37876,72.74324,50.89397,66.02715,47.61319,59.13375,72.01829,68.75274,62.53891,55.14961,72.93528,51.69797
"TNIP2",14.16825,19.5402,33.67305,24.30879,19.31129,15.99835,15.5235,24.88695,26.17433,25.46749,19.27012,21.20842,42.19166
"TNIP3",3.985145,0.679623,1.55731,2.2638,5.08017,3.340116,2.19309,1.052659,2.223802,2.653318,2.402685,2.199821,2.465734
"TNK1",4.87137,2.946964,11.72922,12.91309,12.40659,6.225463,6.084917,4.636164,13.27604,6.57389,11.40572,1.854325,9.236218
"TNK2",3.660161,2.92229,5.772977,5.865595,5.382748,5.490685,9.472526,9.147973,8.186872,8.5677,3.874772,6.907316,6.422144
